no_rooms,sqm,yield_on_mortgage_credit_bonds%,price_usd_log,house_age,year,quarter_num,house_type_Farm,house_type_Summerhouse,house_type_Townhouse,house_type_Villa,region_Fyn & islands,region_Jutland,region_Zealand,sales_type_family_sale,sales_type_other_sale,sales_type_regular_sale,"area_Capital, Copenhagen",area_East & mid jutland,area_Fyn & islands,area_North Zealand,area_North jutland,area_Other islands,area_South jutland
5.0,158.0,4.79,12.824633662698112,19.0,2023,1,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
3.0,69.0,4.79,12.883474008801295,52.0,2023,1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
6.0,169.0,4.79,11.695255355062795,119.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,130.0,4.79,12.340389354712912,73.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,118.0,4.79,12.449022745701502,106.0,2023,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
3.0,86.0,4.79,11.967187086434018,53.0,2023,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,118.0,4.79,12.681533233456651,60.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
4.0,149.0,4.79,11.119897691565697,112.0,2023,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
3.0,79.0,4.79,13.156766736486944,123.0,2023,1,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1.0,36.0,4.79,11.990717436189177,69.0,2023,1,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,99.0,4.79,11.86710429621008,63.0,2023,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
4.0,136.0,4.79,12.153467965336215,54.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
7.0,151.0,4.79,12.674515682685282,145.0,2023,1,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2.0,125.0,4.79,13.156766736486944,17.0,2023,1,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4.0,91.0,4.79,11.561725152903833,62.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,101.0,4.79,13.22672519452875,94.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
6.0,143.0,4.79,12.560247968016562,56.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,124.0,4.79,13.726680437153236,17.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,100.0,4.79,13.614007404994387,77.0,2023,1,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,136.0,4.79,12.180759965737863,90.0,2023,1,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
6.0,183.0,4.79,12.289958727201455,55.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
1.0,45.0,4.79,12.388398368982115,90.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
1.0,48.0,4.79,11.8511889534843,43.0,2023,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
5.0,131.0,4.79,12.323860125621126,51.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,117.0,4.79,11.829566645319733,56.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,151.0,4.79,13.844827583407348,66.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
6.0,170.0,4.79,13.586098651497313,27.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
5.0,115.0,4.79,12.846612510860464,4.0,2023,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
5.0,95.0,4.79,11.967187086434018,52.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
6.0,170.0,4.79,13.22672519452875,105.0,2023,1,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False
3.0,46.0,4.79,11.561725152903833,51.0,2023,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,102.0,4.79,13.456333915958206,76.0,2023,1,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,99.0,4.79,12.609037965102189,54.0,2023,1,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
7.0,195.0,4.79,13.42246945133505,60.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
6.0,180.0,4.79,13.919871474189012,7.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
2.0,61.0,4.79,12.140739141811004,86.0,2023,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2.0,180.0,4.79,11.719423240883792,175.0,2023,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
4.0,102.0,4.79,12.75130259456002,54.0,2023,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4.0,105.0,4.79,12.560247968016562,55.0,2023,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,109.0,4.79,12.388398368982115,29.0,2023,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,92.0,4.79,13.089325590507455,3.0,2023,1,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,110.0,4.79,12.449022745701502,23.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,110.0,4.79,13.58231793342203,71.0,2023,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
4.0,143.0,4.79,13.089325590507455,130.0,2023,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
7.0,124.0,4.79,13.676249640055394,148.0,2023,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,147.0,4.79,12.948012371209098,56.0,2023,1,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,114.0,4.79,13.199326270390594,63.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
8.0,193.0,4.79,11.695255355062795,141.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
6.0,143.0,4.79,12.320521239219907,63.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
5.0,152.0,4.79,12.706850963741102,53.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,149.0,4.79,12.560247968016562,90.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
7.0,181.0,4.79,13.279368835614243,39.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
2.0,65.0,4.79,12.91164481522143,96.0,2023,1,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
5.0,124.0,4.79,13.008636852969834,25.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
5.0,146.0,4.79,13.623139877437296,68.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,159.0,4.79,12.948012371209098,59.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
5.0,145.0,4.79,13.3232629557617,52.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,100.0,4.79,12.648354939607298,83.0,2023,1,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
2.0,126.0,4.79,11.373674891823535,61.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,139.0,4.79,13.433519271241643,29.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
1.0,143.0,4.79,12.873904582205107,113.0,2023,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,82.0,4.79,12.91164481522143,12.0,2023,1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4.0,130.0,4.79,11.755879486687116,47.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,102.0,4.79,12.791776587514294,115.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
4.0,88.0,4.79,12.793862088206213,3.0,2023,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
7.0,249.0,4.79,12.785493861878301,92.0,2023,1,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
8.0,185.0,4.79,12.19602736016897,65.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
5.0,97.0,4.79,12.348552629810888,56.0,2023,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
3.0,96.0,4.79,11.002116507732017,61.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,125.0,4.79,12.544332569000922,43.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
3.0,72.0,4.79,12.161341980433281,39.0,2023,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2.0,74.0,4.79,11.813037464800539,91.0,2023,1,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
3.0,100.0,4.79,12.38055522432935,61.0,2023,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
5.0,103.0,4.79,12.704575656806686,14.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
2.0,70.0,4.79,12.704575656806686,53.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,123.0,4.79,12.946225064894298,68.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
6.0,178.0,4.79,12.873904582205107,103.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
2.0,55.0,4.79,12.236849152670022,86.0,2023,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
4.0,94.0,4.79,12.793862088206213,47.0,2023,1,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,58.0,4.79,12.560247968016562,86.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,72.0,4.79,12.272567065150636,40.0,2023,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,66.0,4.79,12.560247968016562,46.0,2023,1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4.0,110.0,4.79,12.419169901386761,61.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,69.0,4.79,11.292914501973813,53.0,2023,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,132.0,4.79,13.41129616738276,20.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,154.0,4.79,12.585197200606364,52.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,71.0,4.79,13.110798764298394,98.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,162.0,4.79,13.073700305158376,13.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
2.0,58.0,4.79,12.983103608918753,95.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
7.0,120.0,4.79,11.331415578682627,123.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,60.0,4.79,13.259950783274762,96.0,2023,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,105.0,4.79,13.171155446333852,143.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,63.0,4.79,11.325100793780374,66.0,2023,1,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False
7.0,176.0,4.79,13.112315061750808,52.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,136.0,4.79,11.713831587262764,78.0,2023,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
5.0,158.0,4.79,13.38856795074486,27.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,60.0,4.79,12.133507329024972,55.0,2023,1,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
5.0,194.0,4.79,13.933294482509151,11.0,2023,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1.0,38.0,4.79,12.079664394417284,52.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
6.0,142.0,4.79,13.24014819083691,61.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
3.0,129.0,4.79,12.998501653903206,108.0,2023,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
5.0,160.0,4.79,13.939939019341145,91.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,95.0,4.79,13.71430915895519,135.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
6.0,180.0,4.79,13.926605500324047,30.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
6.0,152.0,4.79,13.55447171473785,96.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,133.0,4.79,13.399996629152975,75.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
1.0,49.0,4.79,12.636233618255941,62.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,197.0,4.79,12.52815976788113,52.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
7.0,221.0,4.79,11.86710429621008,60.0,2023,1,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
4.0,100.0,4.79,12.71815048494679,92.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,92.0,4.79,13.25339339419516,8.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,100.0,4.79,12.289958727201455,43.0,2023,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
3.0,79.0,4.79,11.215206524587721,58.0,2023,1,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,109.0,4.79,13.04818063322448,44.0,2023,1,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False
4.0,104.0,4.79,13.660960965248515,55.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,127.0,4.79,12.832681974288993,65.0,2023,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
6.0,190.0,4.79,11.320565693461432,123.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,173.0,4.79,13.902835302515827,70.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,149.0,4.79,13.527829818844937,16.0,2023,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
4.0,176.0,4.79,13.933294482509151,105.0,2023,1,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
5.0,142.0,4.79,12.492194751867263,55.0,2023,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,67.0,4.79,12.834683971615659,56.0,2023,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
5.0,140.0,4.79,13.017005083966255,11.0,2023,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
6.0,180.0,4.79,13.41129616738276,57.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,75.0,4.79,13.22672519452875,88.0,2023,1,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,118.0,4.79,13.24014819083691,58.0,2023,1,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,70.0,4.79,13.017005083966255,72.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
1.0,35.0,4.79,12.323860125621126,63.0,2023,1,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
5.0,162.0,4.79,11.916395250412128,49.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,99.0,4.79,12.100717685412471,123.0,2023,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,51.0,4.79,11.487617913343598,56.0,2023,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
4.0,100.0,4.79,13.003582093664077,29.0,2023,1,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2.0,40.0,4.79,11.456365695436427,39.0,2023,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,151.0,4.79,12.037955723528178,98.0,2023,1,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
4.0,76.0,4.79,12.289958727201455,52.0,2023,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
6.0,190.0,4.79,13.006954770559393,2.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
2.0,62.0,4.79,12.197919498773787,92.0,2023,1,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
4.0,105.0,4.79,11.002116507732017,95.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
3.0,83.0,4.79,12.530873463933823,38.0,2023,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,81.0,4.79,11.225256725762893,161.0,2023,1,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
3.0,72.0,4.79,12.47801017053037,6.0,2023,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2.0,60.0,4.79,10.868587496017359,46.0,2023,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
4.0,153.0,4.79,12.276069679344003,52.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,107.0,4.79,12.286504508242295,45.0,2023,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
2.0,56.0,4.79,12.706850963741102,85.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,137.0,4.79,12.013706813470414,50.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
4.0,140.0,4.79,11.86710429621008,138.0,2023,1,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
3.0,66.0,4.79,13.304686600863562,142.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,134.0,4.79,12.449022745701502,51.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,90.0,4.79,10.934908916663861,115.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
6.0,189.0,4.79,13.534308776331962,9.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,119.0,4.79,11.967187086434018,123.0,2023,1,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
3.0,98.0,4.79,13.304686600863562,2.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,79.0,4.79,13.285758622825123,101.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,197.0,4.79,10.989537936492082,50.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,108.0,4.79,13.820499094499693,128.0,2023,1,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,91.0,4.79,11.755879486687116,78.0,2023,1,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
3.0,70.0,4.79,11.225256725762893,115.0,2023,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
7.0,198.0,4.79,14.148405690083225,82.0,2023,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
10.0,227.0,4.79,12.814481318719762,121.0,2023,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
3.0,82.0,4.79,12.948012371209098,31.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,112.0,4.79,12.36308066783498,51.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,83.0,4.79,11.54006386467122,61.0,2023,1,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2.0,54.0,4.79,12.573320004015606,44.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,151.0,4.79,13.07997974749935,38.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,108.0,4.79,12.449022745701502,65.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,97.0,4.79,11.30036323351256,62.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
6.0,158.0,4.79,12.47801017053037,54.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,349.0,4.79,12.660331092405906,116.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,93.0,4.79,13.304686600863562,89.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,130.0,4.79,13.000198003314573,56.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
2.0,64.0,4.79,12.706850963741102,90.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
6.0,210.0,4.79,14.427990377462038,63.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
3.0,75.0,4.79,12.323860125621126,63.0,2023,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
4.0,85.0,4.79,12.683861515988351,54.0,2023,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
5.0,145.0,4.79,13.603864407499806,70.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
2.0,41.0,4.79,12.133507329024972,56.0,2023,1,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2.0,68.0,4.79,11.749979810968659,59.0,2023,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,68.0,4.79,11.58989576532275,20.0,2023,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2.0,73.0,4.79,12.84265212010087,68.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,100.0,4.79,11.554556731941181,13.0,2023,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
4.0,105.0,4.79,12.579792496178053,17.0,2023,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,147.0,4.79,13.600150387401428,58.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
3.0,104.0,4.79,13.36531112464094,86.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
2.0,56.0,4.79,12.83512387367123,128.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,55.0,4.79,11.448397610442436,56.0,2023,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
5.0,169.0,4.79,13.562231200473763,79.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,77.0,4.79,11.807466461132941,48.0,2023,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,91.0,4.79,12.873904582205107,129.0,2023,1,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,82.0,4.79,12.53897064502647,17.0,2023,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
11.0,299.0,4.79,13.163986970558536,128.0,2023,1,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
4.0,135.0,4.79,12.660331092405906,40.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,96.0,4.79,12.218500103788143,62.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,128.0,4.79,13.49116588426581,50.0,2023,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
6.0,156.0,4.79,12.25486757159303,50.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,134.0,4.79,12.270811146670411,61.0,2023,1,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
7.0,225.0,4.79,12.463621488288547,54.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
5.0,132.0,4.79,13.131820517351922,58.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
6.0,263.0,4.79,13.046563821483023,63.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
1.0,28.0,4.79,12.323860125621126,46.0,2023,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
6.0,172.0,4.79,12.446077247039748,57.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,50.0,4.79,12.709121105404227,117.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,129.0,4.79,13.734843738907072,70.0,2023,1,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,171.0,4.79,12.552321930665304,152.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,94.0,4.79,12.740373555879943,4.0,2023,1,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,375.0,4.79,14.169683073439028,28.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,56.0,4.79,12.6459424009624,56.0,2023,1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4.0,76.0,4.79,11.194797930643736,117.0,2023,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3.0,74.0,4.79,13.065795142315812,69.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,134.0,4.79,13.433519271241643,6.0,2023,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,193.0,4.79,12.85644540599354,53.0,2023,1,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
5.0,133.0,4.79,12.757803140382062,51.0,2023,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
6.0,127.0,4.79,12.013706813470414,132.0,2023,1,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
4.0,121.0,4.79,13.046563821483023,89.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,137.0,4.79,12.756938838583233,89.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
6.0,190.0,4.79,13.623139877437296,74.0,2023,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,165.0,4.79,12.036179534643145,88.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
4.0,109.0,4.79,12.372650078151263,66.0,2023,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,82.0,4.79,12.586223364451623,64.0,2023,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
